"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 25 19:38:32 GMT 2023","Tue Jul 25 19:38:41 GMT 2023","8351","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateOneItemFromListOfJobTypes","testCreateOneItemFromListOfJobTypes","Verify that all six different job types can be created"
"passed","Tue Jul 25 19:26:25 GMT 2023","Tue Jul 25 19:26:25 GMT 2023","537","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testAddDescription","testAddDescription","Verify if description of 'My views' page is saved"
"passed","Tue Jul 25 19:31:56 GMT 2023","Tue Jul 25 19:31:56 GMT 2023","526","Surefire suite","Surefire test","tests.HeaderComponentTest","tests.HeaderComponentTest","testReturnFromNewItemPageToHomePageByClickingOnHeadIcon","testReturnFromNewItemPageToHomePageByClickingOnHeadIcon","Verify if click on the Jenkins icon leads to the Main page that confirmed by base URL"
"passed","Tue Jul 25 19:31:49 GMT 2023","Tue Jul 25 19:31:50 GMT 2023","548","Surefire suite","Surefire test","tests.HeaderComponentTest","tests.HeaderComponentTest","testCountAndNamesItemsInUserDropdownMenu","testCountAndNamesItemsInUserDropdownMenu","Verify a quantity and titles of User dropdown menu lines"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testFreestyleConfigSideMenu","testFreestyleConfigSideMenu","Verify if all expected lines of the side menu are displayed "
"passed","Tue Jul 25 19:25:52 GMT 2023","Tue Jul 25 19:25:53 GMT 2023","612","Surefire suite","Surefire test","tests.CopyItemTest","tests.CopyItemTest","testFieldCopyFromDoNotDisplayIfDoNotHaveAnyItems","testFieldCopyFromDoNotDisplayIfDoNotHaveAnyItems","Verify 'Copy from' field is not displayed when there are no items exist"
"passed","Tue Jul 25 19:30:25 GMT 2023","Tue Jul 25 19:30:28 GMT 2023","2759","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testGlobalViewAddBothFilters","testGlobalViewAddBothFilters",""
"unknown","Tue Jul 25 19:25:38 GMT 2023","Tue Jul 25 19:25:38 GMT 2023","6","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testBuildParametrizedProject","testBuildParametrizedProject","Verify Console Output contains Tests result 'BUILD SUCCESS' and Message: 'Finished: SUCCESS' if build parametrized project"
"passed","Tue Jul 25 19:27:16 GMT 2023","Tue Jul 25 19:27:18 GMT 2023","1466","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testListViewAddNewColumn","testListViewAddNewColumn",""
"passed","Tue Jul 25 19:34:45 GMT 2023","Tue Jul 25 19:34:46 GMT 2023","1507","Surefire suite","Surefire test","tests.MultibranchPipelineTest","tests.MultibranchPipelineTest","testDisableMultiBranchPipeline","testDisableMultiBranchPipeline","Verify that the 'Multibranch Pipeline' can be disable"
"passed","Tue Jul 25 19:31:27 GMT 2023","Tue Jul 25 19:31:30 GMT 2023","2575","Surefire suite","Surefire test","tests.OrganizationFolderTest","tests.OrganizationFolderTest","testConfigureOrganizationFolderWithDescription","testConfigureOrganizationFolderWithDescription","The 'Description' can be added to the Organization Folder"
"passed","Tue Jul 25 19:33:24 GMT 2023","Tue Jul 25 19:33:26 GMT 2023","1808","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Tue Jul 25 19:32:12 GMT 2023","Tue Jul 25 19:32:12 GMT 2023","340","Surefire suite","Surefire test","tests.BuildHistoryTest","tests.BuildHistoryTest","testSMLIconsExist","testSMLIconsExist","Verify that 'Small', 'Medium', 'Large' icons are displayed on the 'Build History' page"
"passed","Tue Jul 25 19:33:29 GMT 2023","Tue Jul 25 19:33:31 GMT 2023","1910","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"passed","Tue Jul 25 19:37:45 GMT 2023","Tue Jul 25 19:37:46 GMT 2023","1477","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateMultiConfigurationProjectWithValidName","testCreateMultiConfigurationProjectWithValidName","Check if multi-configuration project can be created with valid name"
"passed","Tue Jul 25 19:27:31 GMT 2023","Tue Jul 25 19:27:32 GMT 2023","691","Surefire suite","Surefire test","tests.UserProfileTest","tests.UserProfileTest","testUserProfileHidePreviewDescription","testUserProfileHidePreviewDescription","Verify if 'Hide preview' link disappears after clicking 'Hide preview' link "
"passed","Tue Jul 25 19:36:30 GMT 2023","Tue Jul 25 19:36:31 GMT 2023","1671","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectDelete","testMultiConfigurationProjectDelete","Verify that the 'MultiConfigurationProject' can be renamed to project status page"
"passed","Tue Jul 25 19:32:06 GMT 2023","Tue Jul 25 19:32:07 GMT 2023","484","Surefire suite","Surefire test","tests.BuildHistoryTest","tests.BuildHistoryTest","testIconLegendExist","testIconLegendExist","Verify that the 'Icon Legend' exist on the 'Build History' page"
"passed","Tue Jul 25 19:29:25 GMT 2023","Tue Jul 25 19:29:41 GMT 2023","15616","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testConfigureProjectToBeBuiltAfterBuildingOtherProject","testConfigureProjectToBeBuiltAfterBuildingOtherProject","Configure project to be automatically built after successful building of the other project"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Tue Jul 25 19:35:06 GMT 2023","Tue Jul 25 19:35:08 GMT 2023","1662","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testAddFolderDescriptionFromDropDownConfigure","testAddFolderDescriptionFromDropDownConfigure","Ensure the ability to add a description to an existing folder through the folder's dropdown menu"
"passed","Tue Jul 25 19:30:15 GMT 2023","Tue Jul 25 19:30:18 GMT 2023","2432","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Tue Jul 25 19:33:01 GMT 2023","Tue Jul 25 19:33:02 GMT 2023","1795","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Tue Jul 25 19:38:27 GMT 2023","Tue Jul 25 19:38:27 GMT 2023","505","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Tue Jul 25 19:37:13 GMT 2023","Tue Jul 25 19:37:20 GMT 2023","7241","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testSetConfigurationMatrix","testSetConfigurationMatrix","Verify that can there wil be create configuration matrix with non build stages"
"passed","Tue Jul 25 19:29:56 GMT 2023","Tue Jul 25 19:29:58 GMT 2023","1818","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testPipelineSideMenuLinks","testPipelineSideMenuLinks","Verify after clicking on the 'Existing Job' we can see left panel with Side Menu links: Changes, Build Now,Configure, Delete Pipeline, Full Stage View, Rename, Pipeline Syntax"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","1","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"passed","Tue Jul 25 19:33:16 GMT 2023","Tue Jul 25 19:33:18 GMT 2023","1802","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Tue Jul 25 19:34:52 GMT 2023","Tue Jul 25 19:34:54 GMT 2023","1580","Surefire suite","Surefire test","tests.MultibranchPipelineTest","tests.MultibranchPipelineTest","testMoveMenuOptionIsNotAvailable","testMoveMenuOptionIsNotAvailable","Verify that the 'Move' button isn't available in the side menu for Multibranch Pipeline if the folder isn't present"
"passed","Tue Jul 25 19:38:43 GMT 2023","Tue Jul 25 19:38:44 GMT 2023","918","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateOrgFolderWithEmptyName","testCreateOrgFolderWithEmptyName","Check if organization folder can be created with empty name"
"passed","Tue Jul 25 19:39:02 GMT 2023","Tue Jul 25 19:39:02 GMT 2023","0","Surefire suite","Surefire test","runner.order.OrderForTestsTest","runner.order.OrderForTestsTest","orderMethodsForkDownDepTest","orderMethodsForkDownDepTest",""
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Tue Jul 25 19:30:55 GMT 2023","Tue Jul 25 19:30:57 GMT 2023","2031","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Tue Jul 25 19:35:29 GMT 2023","Tue Jul 25 19:35:32 GMT 2023","2455","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testCreateFreestyleProjectInFolderNewItem","testCreateFreestyleProjectInFolderNewItem","Verify the ability to create a 'Freestyle project' in the folder using the option 'New Item'"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testNoBuildFreestyleProjectChanges","testNoBuildFreestyleProjectChanges","Verify if Changes Builds Page contains expected text"
"passed","Tue Jul 25 19:37:52 GMT 2023","Tue Jul 25 19:37:54 GMT 2023","1494","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateMultibranchPipelineWithExistingName","testCreateMultibranchPipelineWithExistingName","Check if multibranch pipeline can be created with name, that is a name of already existing project"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Tue Jul 25 19:38:16 GMT 2023","Tue Jul 25 19:38:17 GMT 2023","493","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Tue Jul 25 19:30:45 GMT 2023","Tue Jul 25 19:30:47 GMT 2023","2221","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Tue Jul 25 19:39:02 GMT 2023","Tue Jul 25 19:39:02 GMT 2023","0","Surefire suite","Surefire test","runner.order.OrderForTestsTest","runner.order.OrderForTestsTest","orderMethodsTwoDifferentGroupsDepTest","orderMethodsTwoDifferentGroupsDepTest",""
"passed","Tue Jul 25 19:38:48 GMT 2023","Tue Jul 25 19:38:50 GMT 2023","1475","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreatePipelineAssertInsideJob","testCreatePipelineAssertInsideJob","Verify that pipeline project can be created and assert it on job page"
"passed","Tue Jul 25 19:37:36 GMT 2023","Tue Jul 25 19:37:37 GMT 2023","1017","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateFolder","testCreateFolder","Check if a new folder can be created"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","1","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"passed","Tue Jul 25 19:33:32 GMT 2023","Tue Jul 25 19:33:34 GMT 2023","1860","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Tue Jul 25 19:34:17 GMT 2023","Tue Jul 25 19:34:22 GMT 2023","5736","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testPluginManagerInstallPlugin","testPluginManagerInstallPlugin","Verify that installed plugin NOT found in 'Available' tab installed plugin but found in 'Installed' tab"
"passed","Tue Jul 25 19:32:58 GMT 2023","Tue Jul 25 19:33:00 GMT 2023","1783","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Tue Jul 25 19:26:02 GMT 2023","Tue Jul 25 19:26:05 GMT 2023","2564","Surefire suite","Surefire test","tests.PeoplePageTest","tests.PeoplePageTest","testCreateUser","testCreateUser","Verify that new user was created"
"passed","Tue Jul 25 19:26:11 GMT 2023","Tue Jul 25 19:26:23 GMT 2023","12538","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testAddAllItemsToListView","testAddAllItemsToListView",""
"passed","Tue Jul 25 19:38:25 GMT 2023","Tue Jul 25 19:38:26 GMT 2023","492","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testEditViewDeleteDescription","testEditViewDeleteDescription",""
"passed","Tue Jul 25 19:39:02 GMT 2023","Tue Jul 25 19:39:02 GMT 2023","0","Surefire suite","Surefire test","runner.order.OrderForTestsTest","runner.order.OrderForTestsTest","orderMethodsTest","orderMethodsTest",""
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testDeleteListView","testDeleteListView",""
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testBuildProjectWithBuildOtherProjectOption","testBuildProjectWithBuildOtherProjectOption","Verify if the Downstream project is built automatically directly upon the Upstream project is built.Stream is set using 'Build other project' option is in 'Post-Build Actions' section of the Configuration Page"
"passed","Tue Jul 25 19:27:43 GMT 2023","Tue Jul 25 19:27:45 GMT 2023","2429","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testAddDescription","testAddDescription","Verify if expected description of the project has been added"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","1","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testBuildGitProjectWithBuildStepsMavenClean","testBuildGitProjectWithBuildStepsMavenClean","Verify if 'target' folder disappears from the 'Workspace' page when Build Steps goal: 'clean' is set. Thus confirming that 'clean' command is succeed. Project sourced from GitHub using Maven."
"passed","Tue Jul 25 19:33:35 GMT 2023","Tue Jul 25 19:33:37 GMT 2023","1839","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Tue Jul 25 19:37:41 GMT 2023","Tue Jul 25 19:37:42 GMT 2023","1584","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateMultiConfigurationProjectWithDescription","testCreateMultiConfigurationProjectWithDescription","Check if multi-configuration project can be created with description"
"passed","Tue Jul 25 19:34:49 GMT 2023","Tue Jul 25 19:34:52 GMT 2023","2202","Surefire suite","Surefire test","tests.MultibranchPipelineTest","tests.MultibranchPipelineTest","testMoveMenuOptionIsAvailableWhenFolderIsCreated","testMoveMenuOptionIsAvailableWhenFolderIsCreated","Verify that the 'Move' button is available in the side menu for Multibranch Pipeline if the folder is present"
"passed","Tue Jul 25 19:26:09 GMT 2023","Tue Jul 25 19:26:10 GMT 2023","463","Surefire suite","Surefire test","tests.PeoplePageTest","tests.PeoplePageTest","testViewPeoplePage","testViewPeoplePage","Verify the header of the 'People' page"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testEnableProject","testEnableProject","Verify if the Project status icon displayed an expected status when 'Disable Project' option has been applied"
"passed","Tue Jul 25 19:38:59 GMT 2023","Tue Jul 25 19:39:00 GMT 2023","491","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testNewItemPageContainsSixItems","testNewItemPageContainsSixItems","Check if NewItemPage contains all six project types: Freestyle project, Pipeline, Multi-configuration project, Folder, Multibranch Pipeline, Organization Folder"
"passed","Tue Jul 25 19:38:57 GMT 2023","Tue Jul 25 19:38:58 GMT 2023","1314","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreatedPipelineDisplayedOnMyViews","testCreatedPipelineDisplayedOnMyViews","Check if pipeline job is displayed on MyViewsPage"
"passed","Tue Jul 25 19:34:42 GMT 2023","Tue Jul 25 19:34:44 GMT 2023","1842","Surefire suite","Surefire test","tests.MultibranchPipelineTest","tests.MultibranchPipelineTest","testDeleteMultibranchPipelineUsingDropDown","testDeleteMultibranchPipelineUsingDropDown","Check if MultibranchPipeline can be deleted"
"passed","Tue Jul 25 19:27:40 GMT 2023","Tue Jul 25 19:27:41 GMT 2023","488","Surefire suite","Surefire test","tests.FooterComponentTest","tests.FooterComponentTest","testFooterLinkRestRedirectToPage","testFooterLinkRestRedirectToPage","Verification that the link redirect to the '/api/' page"
"passed","Tue Jul 25 19:31:51 GMT 2023","Tue Jul 25 19:31:51 GMT 2023","35","Surefire suite","Surefire test","tests.HeaderComponentTest","tests.HeaderComponentTest","testIsJenkinsNameIconExist","testIsJenkinsNameIconExist","Verify if Jenkins Icon is displayed in the Header"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testCreateViewWithExistingName","testCreateViewWithExistingName","Verify that created View contains existing name"
"passed","Tue Jul 25 19:31:00 GMT 2023","Tue Jul 25 19:31:03 GMT 2023","2048","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineWithoutChangingName","testRenamePipelineWithoutChangingName","Verify 'Error' page is displayed and 'The new name is the same as the current name.' error message is displayed if Rename pipeline without changing name"
"passed","Tue Jul 25 19:39:02 GMT 2023","Tue Jul 25 19:39:02 GMT 2023","1","Surefire suite","Surefire test","runner.order.OrderForTestsTest","runner.order.OrderForTestsTest","orderMethodsCycleDepTest","orderMethodsCycleDepTest",""
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","1","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testEditViewAddDescription","testEditViewAddDescription",""
"passed","Tue Jul 25 19:30:32 GMT 2023","Tue Jul 25 19:30:35 GMT 2023","2401","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"skipped","Tue Jul 25 19:29:07 GMT 2023","Tue Jul 25 19:29:07 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Tue Jul 25 19:27:38 GMT 2023","Tue Jul 25 19:27:39 GMT 2023","1129","Surefire suite","Surefire test","tests.FooterComponentTest","tests.FooterComponentTest","testFooterLinkJenkinsRedirectToPage","testFooterLinkJenkinsRedirectToPage","Verification that the link redirect to the 'https://www.jenkins.io/'"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"passed","Tue Jul 25 19:32:51 GMT 2023","Tue Jul 25 19:32:55 GMT 2023","3551","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithExistName","testCreateUserWithExistName","Try to create user with exist name and verify that error message 'User name is already taken' appeared"
"passed","Tue Jul 25 19:25:45 GMT 2023","Tue Jul 25 19:25:50 GMT 2023","5550","Surefire suite","Surefire test","tests.CopyItemTest","tests.CopyItemTest","testCopyFromNotExistItemName","testCopyFromNotExistItemName","Verify if attempting to create a new item from a non-existent item results in an error"
"passed","Tue Jul 25 19:37:47 GMT 2023","Tue Jul 25 19:37:48 GMT 2023","962","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateMultibranchPipeline","testCreateMultibranchPipeline","Check if a new multibranch pipeline can be created"
"passed","Tue Jul 25 19:29:16 GMT 2023","Tue Jul 25 19:29:18 GMT 2023","2148","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testBuildNewPipeline","testBuildNewPipeline","Verify last Success text is 'N/A' if build with sample 'Hello World'"
"skipped","Tue Jul 25 19:27:27 GMT 2023","Tue Jul 25 19:27:27 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testLettersSMLClickableMyViews","testLettersSMLClickableMyViews","Verify that all button icon sizes are displayed"
"passed","Tue Jul 25 19:38:50 GMT 2023","Tue Jul 25 19:38:51 GMT 2023","932","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreatePipelineAssertOnBreadcrumbs","testCreatePipelineAssertOnBreadcrumbs","Verify if pipeline project can be created and assert it on breadcrumbs menu"
"passed","Tue Jul 25 19:31:52 GMT 2023","Tue Jul 25 19:31:52 GMT 2023","36","Surefire suite","Surefire test","tests.HeaderComponentTest","tests.HeaderComponentTest","testLogoHeadIconIsSeen","testLogoHeadIconIsSeen","Verify that Jenkins icon is displayed and enabled in the Header"
"passed","Tue Jul 25 19:30:29 GMT 2023","Tue Jul 25 19:30:31 GMT 2023","2746","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Tue Jul 25 19:37:21 GMT 2023","Tue Jul 25 19:37:34 GMT 2023","12637","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testSetContentInThreeBuildStepsBuildStatusOnGitHubCommitSaved","testSetContentInThreeBuildStepsBuildStatusOnGitHubCommitSaved","Verify that can  set content in three build steps and successfully saved"
"passed","Tue Jul 25 19:26:36 GMT 2023","Tue Jul 25 19:26:46 GMT 2023","10179","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testCreateListViewAndAddSixItems","testCreateListViewAndAddSixItems","Verify that Multibranch Pipeline contains expected Views : Global View, List View, My View"
